Key	Value
阵枢角色未设置，无法布阵	Không thể đặt trại cơ khí vì không có ký tự được chọn làm lõi
指定元灵	Bắt đầu một câu thần chú
下	Xuống
已达到购买次数上限,请勿重复购买	Xin đừng mua nữa
移除这个植物	Mang cái cây này ra
证据	Bằng chứng
门派已死亡弟子个数	Tổng số môn đồ chết
万	10.000
开启灵智\n灵智碎片：{5}/({3}-{4})个\n精元容量：{0:F0}/{1:F0} ({2:F0}%)	Phát triển trí thông minh
契合	Hợp lý
环境生态	Môi trường, tự nhiên
悟性	Trí tuệ
图片已经保存到手机相册：\n({0})	ảnh đã được lưu vào tập ảnh:
更换当前天气与季节	Thay đổi thời tiết và mùa
开启\n灵智	dậy đi
太虚傀儡	Con rối rỗng
灵气容量 : {0:N0}	GIẢ SỬ:
尸·	Xác chết:
怀孕中	Chuẩn bị
应天台正在闪烁着光芒\n（灵石已经凝聚完成，可以凝取）	bàn thờ trên trời đang chiếu sáng. đá thần rất rõ ràng. bạn có thể thu thập.)
\n但似乎是伪造的，效果大打折扣。	nó dường như là giả, và kết quả nhanh chóng biến mất
搬运时连续手滑，差点弄伤自己，正感觉有点生气	Làm cho nó rơi thường đến nỗi gần như bị thương, cảm thấy tức giận với chính mình
冒险模式	Một chế độ phiêu lưu
保存失败,请开启手机相应权限	Việc ghi âm bị lỗi. Vui lòng cho phép chơi
新武器	Vũ khí mới
领取的应天奖励将在返回门派以后获得。	Bàn thờ trên trời sẽ được tưởng thưởng sau khi trở lại chức vụ
豪华	Tuyệt vời
正在乐呵呵的拆迁建筑中	Có một thời gian tuyệt vời để phá sập tòa nhà
兑换失败,数据校验失败,请联系客服处理	Việc trao đổi thất bại. Việc kiểm tra bị lỗi. Vui lòng liên lạc với dịch vụ khách hàng
危险未知	Không rõ
外门及内门	Tất cả
云存档数量超过上限,同步存档前需要先取消部分云存档同步!	Số két sắt trên Mây vượt quá giới hạn. Xin hãy hủy vài món đồ trước bồn rửa chén
心如止水	Vui lên
喂食	Nạp
小有名气	Bắt đầu một cái tên
光烛妥帖	Đèn
铁匠	Thợ rèn
修炼相关	Về nông nghiệp
上传失败！{0}	Upload failed!{0}
\n\n{0}指定	chọn
第{0}页	TRANG [0]
该热键存在重复注册	Đường tắt này đã được dùng
房间风水与房内风水建筑的风水有关，此外还因使房间[color=#ff0000]布局[/color]处于恰当状态，无论拥挤或空旷都会影响房间风水。	phòng của fêng shui có kết quả tương tự từ nội dung của nó như [color=#ff000] đó là, dù căn phòng hẹp hay rộng, nó ảnh hưởng đến phong thủy
准备讲道	Chuẩn bị một bài giảng
抱起:{0}	Di chuyển:
将灵石送人。大部分凡人都不认识灵石。	Đưa viên đá cho thường dân
\t无	- không
\n[color=#D06508]治疗效果不好或自身恢复力太差，请提高治疗效果或自身恢复力。[/color]	Quá thấp hoặc quá kiên nhẫn. Tăng cấp chữa bệnh [/color]
放点	Sắp xếp
阅读	Đọc
受到天道异动影响，	Bị ảnh hưởng bởi sự hỗn loạn của thiên đường,
正在准备工具，去执行修理建筑	Chuẩn bị dụng cụ để sửa chữa tòa nhà
事件	Sự kiện
辰时,早食之刻,日初之时,生气苏始	Khoảng 7 giờ, công nhân chạy loanh quanh
请选择一个置物台	Chọn căn cứ đi
旧的傀儡将会被替换掉，确定要继续吗？	Con rối già sẽ bị thay thế. Anh có phải biểu diễn không?
新建蓝图	Bản vẽ mới
无库存	Không có gì trong kho
载入数据:{0}/{1}	Đang nạp dữ liệu:{0}/{1}
{0}已达到最大等级	Đã đến mức tối đa
当前效果:\n{0}	hiệu ứng:
随机秘籍	Kinh Thánh ngẫu nhiên
升级	Nâng cấp
已经有相同的名称的对话项目，是否覆盖？	Another dialogue project exists under the same name. Do you wish to override?
阵图：{0}	Định dạng:
{0}能量	Quyền lực
刚从矿坑里出来，正在擦汗	Chỉ cần hoàn thành đào; lau mồ hôi trên trán
{0:F1}秒	ĐƯỢC RỒI
结束今天的练习护体功课，正疼的直咧嘴	Buổi tập phòng thủ hôm nay kết thúc, cười với nỗi đau
交谈	Nói đi
思考中，剩余{0:N0}秒	VẪN CÒN PHẢI SUY NGHĨ
{0}\n\n点击打开功法修行面板	nhấn để mở trình đơn và phương pháp đào tạo đường dẫn
参悟一次秘籍。（通过修炼面板-参悟进入参悟树来参悟秘籍。）	Học Kinh Thánh để phát triển. Rồi cố gắng học Kinh Thánh
(建造中)	[ Tòa nhà ]
金劫	Sự trừng phạt của vàng
溜了溜了	Hẹn gặp lại
失去{0}	Mất tích
芸芸众生	Vừa
正在下载 ： 0	Tải về
{0} 被 {1} 邀请进行战斗，获得了胜利。	Được mời đến giải đấu nhưng thắng
理智	Lý do
放纵	Bỏ ra
开采:{0}	Tách rời:
在锻造之时，正感觉有点无聊	Nhấn sắt; cảm thấy hơi chán
已经被其他角色绑定	Nó bị ràng buộc bởi một nhân vật khác
选择政策	Chọn một chính sách
{0}\n已失去	mất tích
\n[color=#FFA900][阵法真意][/color]	[FA900]
增减平衡	Cân bằng
请长按并框选范围!	Xin giữ và kéo để chọn không gian
法宝炼制结果面板	Cửa sổ của kho báu ma thuật
种族名字	Tên gia đình
任意大小的	Bất cứ cỡ nào
{0}\n[color=#669900]永久有效[/color]	được rồi
强化术法伤害{0:P0}	THÊM TỔN THẤT VÀO{0}
移动({0:P0})\n下肢受伤会影响该值，移动影响走路速度和一些体力工作的效率。	Di chuyển ({ 0} Giá trị này bị ảnh hưởng khi chân của nhân vật bị tổn thương
此阵法天下间独此一份！	Trại này là nơi duy nhất trên thế giới!
门派规模达到洞天才可以建立分堂。	Ngay cả văn phòng của bạn phải đạt đến tầng trời trước khi nó có thể xây dựng một lĩnh vực
杀死{0}({1:N0})个生灵	GIẾT HẾT
开炉炼丹	Huấn luyện viên
发现秘籍：{0}本	Tìm thấy Kinh Thánh:
藏经阁剩余空间不足!	Thư viện không đủ!
施展神通	Một lời nguyền
无法记下更多的片段	Không thể nhớ nhiều tinh thể hơn
\n[color=#D06508][点击取出][/color]	[ Nguồn tư liệu]
在拆地板间余，刚小憩片刻	Triển khai sàn nhà; dừng
记录世界	Cứu thế giới
正哼着小调搬运什么东西	Di chuyển trong khi hát mừng
确定抹去此评论吗？	Bạn có chắc muốn xoá lời bình luận này không
无法切换秘体!	Không thể đổi thuốc bí mật!
使用次数可通过{0}获得,是否前往购买?	Số lần hợp lệ đã trôi qua. Anh muốn mua không?
{0} 前生效	Kết quả trước
伐木	Cắt gỗ
\n此模组含有DLC{0}的内容	Đây là nội dung từ DLC:{0}
修行不顺，觉得有点灰心	Thực hành có thể là xấu; khó chịu
独本遗册	Chỉ bản sao sẵn sàng
<font color=#FF0000>此蓝图需要安装以下DLC:</font>	& Cấu hình
更换天气	Thay đổi thời tiết
心境不稳	Không ổn định
CloudSave->开始删除云存档:{0}	Bắt đầu phá két sắt trên mây
战斗中	Trong chiến đấu
{0}执行 选项{1} 的 {2} 结果时报错\n	lỗi trong khi hoạt động các tùy chọn{0} thuộc về{2}
你可以通过屏幕左上角的太极图来进入风水视图，在风水试图下，屏幕中央的五边形即为鼠标所在位置的五行分布。	Bạn có thể nhìn gần hơn vào góc nhìn mát mẻ. - Dương ở góc trên, trong khi cô ấy nhìn vào điểm nóng, điểm trỏ của cô ấy sẽ cho thấy chiều sâu của 5 yếu tố trong mỗi khu vực
在修理建筑间余，刚小憩片刻	Sửa chữa xây dựng; nghỉ ngơi
传道境	Biên giới của Thánh đấu sĩ
微乎其微	Vô nghĩa
在收获之时，正感觉有点无聊	Thu hoạch, cảm thấy hơi chán
未使用配置	Không dùng thiết lập
失去控制	Zero mất kiểm soát
在练习秘法时，突然走神	Đào tạo nông nghiệp bí mật, ước mơ ban ngày
数日逃亡之后……	Vài ngày sau khi trốn thoát...
原木	Gỗ
{0:N0}度	{0:N0}℃
谷	Thu nhỏ
所谓风水，指的是目标建筑五行属性，与所在位置五行分布的融洽关系。\n例如：[color=#ff0000]火属性[/color]的建筑在[color=#ff0000]水属性[/color]的环境中，就会因[color=#ff0000]水克火[/color]的原因而风水不好。\n[color=#ff0000]火属性[/color]的建筑在[color=#ff0000]木属性[/color]的环境中，因[color=#ff0000]木生火[/color]之故，风水就会很棒。\n在屏幕左上角可以随时查看五行生克关系。	hoàng thủy có nghĩa là các thành phần của tòa nhà và sự cân bằng của năm yếu tố của vị trí. một ngọn lửa [color] trong một cây, nước không tốt vì [color = lửa] bị lửa đốt
正在享受照顾别人的幸福中	Hãy tận hưởng sự chăm sóc của bệnh nhân
金石	Ăn đi
重载Modifier	Cấu hình nạp lại
建造水井，以获得干净的水源。	Đào giếng để tạo ra nước sạch
消耗25点香火值，随机为一个物品提高1~4阶品阶，最高不超过12阶。	25 bộ đồ hương tăng 1 đến 4 tầng, nhưng họ không thể vượt quá 12
神物	Kho báu
角色按钮显示\n左键点击:\n显示内门:{0}\n显示外门:{1}\n\n右键点击:\n简易模式:{2}	chuột trái knod:
易	Bình tĩnh
简陋	Tốt
{0}[{6}]\n灵气:{7:N0}\n健康:{1:P0}\n饥饿:{2:N0}\n口渴:{3:N0}\n精力:{4:N0}\n情绪:{5:N0}	[{0} <br>{7: sinh lực: đói khát:{#3:0} Quyền lực:{3:0}
不能使用	Không thể sử dụng
随机普通矿	Một cái quặng ngẫu nhiên
阵法稳定度不足，无法布阵	Không thể dựng trại vì không đủ ổn định
赛季结束	Hết mùa
任务失败	Nhiệm vụ thất bại
有资源未下载完成，退出将被取消，确定要退出吗？	Vẫn chưa tải về một số nguồn lực. Thoát bây giờ hủy bỏ việc tải xuống?
木属性伤害减免: {0:P3}	GIẢI QUYẾT ECON:{0}
处在瓶颈状态不突破累积{0}({1:N0})秒	TRONG TÌNH TRẠNG SẴN SÀNG PHÁ VỠ CÁC RANH GIỚI MÀ KHÔNG PHÁ VỠ CÁC RANH GIỚI CHO ĐẾN KHI ĐẦY ĐỦ THỜI GIAN {0} /{0} GIÂY
{0} 搬运中\n	đang được vận chuyển
\n[color=#B65704]耗时较长[/color]	Nó cần [/color]
<font color=#D06508>[仓库含有]</font>	< i> D06508</i>/i>/i > & l & lt;/i> & l > & lt; & lt; & l> < & l> & l> & l > & l > & l> & l>
补丁版本提升	Đang cập nhật gói
目标阵营	Nhóm mục tiêu
辩论，或是做坏事。	Tranh luận hay quấy rối
水属性	Nguyên tố nước
代理名	Tên đại diện của công ty
背包格已满	Kênh đầy
类型:	Kiểu:
\n[color=#ff0000]境界不够({0}/{1})[/color]	quá thấp ({ 0}/1)
{0} 下载超时，请检查网络连接，或移至Steam下载界面恢复下载	[0] Tải về kiểm tra xem kết nối Internet của bạn là ổn định hoặc nó sẽ chạy đến trình đơn download của Stepam Để tiếp tục tải về
载入角色数据	Đang nạp thông tin về ký tự
工坊	Văn phòng
阵法真意	Danh tính của trại
应用装扮……	Dùng trang phục..
劝化这个角色	Mời người này
极寒	Lạnh
{0}带来的{1}{2}	[Tiếng ho] Mang [1]
传授给低辈弟子符合其境界的秘籍，参悟消耗降低25%。如果是自身弟子，则再额外降低25%。\n当选择了传授多个秘籍后，传授者会逐个等待弟子参悟值足够时再进行传授。	hãy đưa bản kinh thánh thích hợp cho trẻ vị thành niên, 25% học sinh bình thường. ý tưởng sẽ giảm 25%. nếu anh đưa cho tôi rất nhiều sách, một giáo viên phải đi cho đến khi anh ta có đủ ý tưởng
选择熔炉。	Chọn lò đi
修行时总觉得心神不宁，正打算缓缓	Tôi cảm thấy khó chịu khi luyện tập: tôi cần nghỉ ngơi
格物	Hiểu
需要随机的数据id和对应的权重的配置规则格式如下，请检查逻辑：1001,10;1002,20	Đây là mẫu thiết lập cho mã dữ liệu ngẫu nhiên và nhất quán. Kiểm tra logic. 1001, 10; 100.20
{0}，{1}<ti v='条件,效果'> </ti>	Nguyên nhân:
十	Mười
歧黄	Thuốc giải
新丹药	Chỗ mới
不满足建筑条件	Không phải theo chính sách xây dựng
领悟值	Hiểu
选择祈福硬币	Chọn đồng tiền cầu nguyện
重载Skill	Nạp các kỹ năng
垂钓圣者	Một người đánh cá thiêng liêng
需开启dlc{0}后解锁	CẦN THIẾT PHẢI MỞ KHÓA
正专心建筑工作	Tập trung xây dựng
近日{0}类物品过多，简直一文不值。	Gần đây, trong thị trường có quá nhiều người để làm cho nó gần như vô giá trị
建筑解锁	Phong tỏa tòa nhà
适中	Cỡ giữa
阵眼：	Trục dưới:
初始人员偏少，可能会因为人手的不足带来生存的压力。	Bạn chỉ có một vài thành viên đầu tiên có thể làm khó sống sót
准备数据	Đang chuẩn bị dữ liệu
CombineBrushTexture_B_耗时 : 	Lắp ráp
该物品不是玄牝珠	Đây không phải ngọc trai
历练中	Một cuộc phiêu lưu
在工作之时，突然心有所感	Công việc; cảm thấy một chút khó xử
当前没有消息。	Không có tin nhắn nào cả
跟随{0}	Theo
心境通明	Một trí óc tập thể
孵化中	Chết tiệt
正心无旁骛的挖矿中	Tập trung đào đi
CloudSave->拉取到的云存档信息:Filename:{0} Description:{1} TotalTimePlayed:{2} LastModifiedTimestamp:{3}	Mây tiết kiệm-họ kéo an toàn trên mây: file:{0} Mô tả:{1} Giờ chơi:{2} Sửa đổi cuối cùng:{3}
本门	Văn phòng của chúng tôi
一窝孕育中的	Bảo trọng
所有可见目标	Một mục tiêu hữu hình
尚有未结束的战斗	Trận đấu chưa kết thúc
<font color=#00FF00>[仅{0}可装备]</font>\n	> >
路径为:{0}的save文件.无法解密,可能因为文件已损坏	Tập tin an toàn trên đường dẫn không mã hóa, có thể gây ra bởi một tập tin bị hỏng
角色身体的强度，影响角色的寿命，抗寒抗热，以及与体力相关的效率等属性。	Sức mạnh của cơ thể nhân vật ảnh hưởng đến tuổi thọ trung bình của nhân vật, sự kháng cự lại cái lạnh, nhiệt độ và hiệu quả khi nó đòi hỏi lao động
静	Bình tĩnh
不为人知	Vô danh
云存档:{0}/{1}	An toàn trên mây:
地图测试	Kiểm tra bản đồ
未获得通行权，门派的大能正在赶来的路上，请速速离开此地。	Không được vào văn phòng quốc phòng, thưa ngài
请输入任意按键	Nhấn nút đi
确定要夺舍{0}吗？	Anh chắc là anh muốn chứ
正心不在焉的手工作业中	Tôi đang phát minh
\n[color=#009600]风水建筑[/color]	[ncolor=#009600] tạo [/color]
远离工坊台案	Tránh xa cái bàn ra
无法重复录入!	Không thể lưu lại!
刚结束今天的练习护体功课	Vừa hoàn thành khóa huấn luyện phòng thủ hôm nay
药田	Một vườn thảo mộc
在拆迁建筑之时，正觉得很爽快	Cảm giác thật tuyệt
门派人数	Dân số
瓶颈\n	một cái cổ chai
有所奇遇	Có một cơ hội
玩家触发	Player Trigger
重要情绪:	Cảm xúc quan trọng:
施法搬运中	Di chuyển
{2}天谴小于：{0:F0}({1:F0}){3}\n	Ít tội lỗi hơn
{0}({1}阶)\n{2}	được rồi
已选内容	Vùng chọn
难度管理器	Quản lý mức độ khó khăn
资源加载...{0}/{1}	Đang nạp tài nguyên..
对灵感的把握能力，影响淬体时高级进化方向的出现概率。	Khả năng đối phó với ý tưởng sẽ ảnh hưởng đến khả năng tiến hóa tiên tiến trong quá trình hợp hạch
练习御剑术时走岔了气，正调整内息	Mất kiểm soát gió trong quá trình huấn luyện bậc thầy; điều chỉnh cán cân bên trong
请选择一个阵眼	Chọn trục phụ
正在一脸期待的种植作物中	Cố ý trồng trọt
娱乐：{0}\n	thư giãn:
派遣众弟子或是拥有特殊标签的弟子解决问题。	Gửi mỗi học sinh hoặc học sinh với các tính năng đặc biệt để giải quyết vấn đề
将木材送人，或是拿起木棍。	Đưa tôi cây gậy hoặc gậy
只有对术法之道有足够的造诣（20级以上），才能将这部分感悟寄托于装备。	Chỉ có các nhân vật với sự hiểu biết cao hơn về kỹ năng của họ. Họ sẽ có thể niêm phong kiến thức vào các thiết bị
降低一个角色的心境	Hạ thấp trạng thái tinh thần của nhân vật
创建门派	Xây văn phòng
工作与劳动	Lao động khổ sai
(被摧毁)	(Tiếng máy hút bụi)
加载{0}配置文件	Tải Tập tin cấu hình
上传的内容中有未保存的物品，请先保存	Có một mục chưa được ghi vào nội dung tải lên. Xin hãy để dành nó trước
难	Khó khăn
衣裤	Quần áo
此阵法弥足珍贵，切不可删除！	Cái trại này rất quý giá. Nó không thể bị hủy bỏ!
全开	Mở tất cả
正在思考	Quá trình suy nghĩ
重载完成	Reload Complete
在拆迁建筑时，正累的气喘吁吁	Triển khai tòa nhà, hơi thở mệt
要将{0}驱逐出门派么？这将影响其他角色的情绪。	Điều này sẽ ảnh hưởng đến cảm xúc của các nhân vật khác
镇	Một kho báu ma thuật
由{0}一手创建的修行门派，自成立以来，便如异军突起，短短数年便成就宗师气象，于修行界占据一席之地，留下赫赫威名。	Phòng thu được thành lập bởi... Từ đó, nó ngày càng trở nên mạnh hơn. Và mặc dù nó không phải là cách đây không lâu, nhưng mọi người xem ông là một bậc thầy. Chúng_nó đã xây_cất một chỗ trong đất chủ mình , cho_đến chừng nào có danh_tiếng 
道行加成：{0}\n	phần thưởng bảng:
{0}：{1:N0}({2:N0})(最低需要有:{3:N0})	ĐƯỢC RỒI
正专心拆迁建筑	Tập trung vào việc phá hủy tòa nhà
落地	Dạy
双锤	Một cây búa
请选择需要保存的内容	Chọn mục lục cần lưu
信仰圣物一生只能炼制一次，确定要使用[{0}]炼制吗？	Bạn có muốn sử dụng [{0] để tạo ra nó?
法宝相关	Về vũ khí ma thuật
确定完成修改并提交？	Anh có chắc là anh đã làm xong và anh muốn gửi nó
观	Jade
郎中	Bác sĩ
ID:{0}没有云端数据!	KHÔNG CÓ DỮ LIỆU VỀ MÂY!
正在练习御剑术	Tôi đang tập luyện
正在发愁今天做什么东西吃	Đang tính nấu ăn hôm nay
跟随此目标	Theo mục tiêu này
练习护体许久，正累的气喘吁吁	Huấn luyện bảo vệ lâu dài, thở mệt mỏi
\n\n<font color=#D06508>[灵植]</font>\n{9}：{10:N2}%\n灵煞趋势：{8}{0:N2}/天\n　蕴养加成：{1}\n　天气加成：{2}\n　季节加成：{3}\n　五行加成：{4}\n　交感加成：{5}\n\n当前状态：{6}\n　{7}\n	< i>De65< de65</i>/i>/i> & l > & l & lt; & lt; & l & lt & lt & l & l & lt & l & l & l & l & l & ggt; & l & l> & l & l & n & l & l & l & l & mgt; & l & m&t & lt & l & l & l & l & l & l & ggt; & l & l & l&t; & l & m&t; & m> & lt & m> & m> & m> & m> & l & mgt; & l & m&t & mgt; & l & l & mgt; & mgt; & l & mgt; & mgt; & mgt; & m> & l & mgt; & mgt; & mgt; & mgt; & mgt; & m & m> & mgt & mgt; & m
已经领取过该奖励	Cầm lấy
影响思绪片段产生速度。满足的条件越多，产生得越快。\n{0}{1}{2}{3}{4}{5}{6}{7}{8}{9}{10}	nó ảnh hưởng đến tốc độ tạo ra các tinh thể, càng nhiều điều kiện được lấp đầy. họ càng xây dựng nhanh. được rồi
暂未发生任何行为。	Không có gì xảy ra
征伐	Tiếp tục đi
作用部位：	Phục hồi:
略有耳闻	Chung
更新失败	Cập nhật thất bại
可以预见，此人对你的劝化[color=#f700ff]颇有兴致[/color]，应该有所共鸣	người này [color=#f700f] có thể chấp nhận lời mời của bạn
{0}心防瓦解(贪婪)	Mở cửa rồi.
\n剩余:{0}	trái:
内门特质	Một phẩm chất của luyện tập
壮	Này
法宝攻击间隔:	Tốc độ vũ khí ma thuật:
中级：{0}。\n	chính:
掌门：{0}	Tướng quân:
无可用的奖励	Không phần thưởng
人心惶惶	Không chắc lắm
拒绝	Không
人间	Thổ
{0}通过精湛的垂钓技术和前所未有的运气获得了{1}的称号	Được gọi là kỹ thuật câu cá và may mắn hơn bình thường
无名	Không rõ
不知道在想什么，一脸呆滞	Trông trống rỗng trong khi suy nghĩ
单次上传的物品最多允许 20 个	Bạn chỉ có thể tải lên 20 vật cùng một lúc
性别不合适	Tình dục là không thích hợp
数据拉取失败，请检查网络是否正常连接Steam	Không thể lấy thông tin. Kiểm tra xem có liên quan gì đến Steam không
☯[size=13]因其性特异，故另有所需：[/size]\n	^[size =13] với tính chất đặc biệt, có điều kiện bổ sung: [/size]
法宝战斗强度:	Sức mạnh của vũ khí ma thuật:
\n{0}级	cấp
参与动机	Động lực để tham dự
请选择要夺取的道具	Chọn cái gì đó đi
你失去了{0}\n你获得了灵石 X {1}	anh đã thua, anh đã được cho
无数	Tiếp tục đi
刚刚吃饱喝足，正满意的拍肚子	Kết thúc một bữa ăn ngon, vuốt ve bụng
将一个普通物品炼制成信仰圣物，一个神道修行者一生只能炼制一件信仰圣物，信仰圣物的强度与修行者息息相关，且具备持续成长的特性。需要[color=#FF0000]炼宝台[/color]。	Vật thường trở thành kho báu thiêng liêng. Chủ nhân của Đức Chúa Trời có thể làm ra một kho tàng thiêng liêng trong suốt cuộc đời. Quyền lực của nó sẽ thay đổi theo cấp độ của người sở hữu mọi lúc. Chắc là [color=#F000] Convey [/color].
将食物给他人。	Cho tôi thức ăn
还不可以使用逃跑!	Không có lối thoát!
拥挤	Nó chật quá
调查:{0}	Kiểm tra:
修炼途径	Làm thế nào để phát triển
正心不在焉的缝纫作业中	Cười lên
圣物	Kho báu thiêng liêng
近日只有{0}类物品有利可图。	Gần đây, chỉ có thể kiếm lời
环境恶劣	Thật kinh tởm
接受任务	Nhiệm vụ được chấp nhận
结丹	Tạo ra gió
未激活	Bị động
当前环境	Môi trường hiện tại
黄布	Quần áo vàng
非常抱歉！存档失败。\n愤怒的您可能会责怪开发团队，您的确有理由这样做，这本不应该发生。\n我们非常抱歉！请尝试读取旧的存档。\n如果需要支持或者报告问题，请发送邮件至:\nQA@GSQStudio.com。	Tôi xin lỗi, hồ sơ không có hiệu quả. Và chúng tôi hiểu rằng điều này không nên xảy ra. Hãy tải về các hồ sơ cũ nếu bạn cần giúp đỡ hoặc cần báo cáo vấn đề. Vui lòng liên lạc với chúng tôi tại NQA
觉醒灵智	Đánh thức trí tuệ
点我！	Đánh tôi đi!
赏月	Hãy nhìn mặt trăng
[NAME]通过经历{0}，认识{1}，感受{2}。成功开启灵智，化形成功。	QUA KINH NGHIỆM, SỰ CÔNG NHẬN TỪ SỰ HIỂU BIẾT{2}, [} THÀNH CÔNG TRONG VIỆC XÂY DỰNG SỰ KHÔN NGOAN VÀ SỰ HÓA HÌNH
[color=#ff0000]下一级参悟值：{0:F0}/{1:F0}[color]\n提高道行: {3}\n{2}	[color=#ff000] Cấp độ tiếp theo của suy nghĩ:{0}/{1:F0}[F0}nat: +3}
最后的准备.	Chuẩn bị cuối cùng
[color=#FFA900]\n[阵眼运转][/color]	[color=#FA900]
但是这个地点你已经知道了	Anh biết chỗ này mà!
在手工作业间余，正小憩片刻	Một nhà phát minh, phá vỡ
[color=#FF0000]{0}[/color]个灵智碎片开启灵智，化形天劫在[color=#FF0000]{1}[/color]天后降临	[color=#F 1000}[/color] Tinh thể trí tuệ Hình phạt của kẻ biến hình lại xuất hiện
神国境	Biên giới
没有炼化物品的能力	Không thể làm tan chảy thứ này
体修无法转换阵营。	Những người huấn luyện con đường bất tử không thể thuyết phục được ngài
石块	Brick
门派风水\n风水会影响整个门派方方面面	văn phòng của feng ji-gii sẽ ảnh hưởng đến tình trạng chung của nó
建筑图鉴需要玩家亲手建造来点亮。	Để mở khóa cuốn bách khoa toàn thư, bạn phải xây dựng những cấu trúc này
分神数：{0}\n	số tàu ngầm:
土壤贫瘠	Bụi
嗷~	Ow!
不能共存：{0}\n	không thể khớp:
烛龙想要祈福硬币	Một con rồng nến cần một huân chương cầu nguyện
开启祭妖界面	Hãy mở cửa để hiến tế con quái thú
学习功法:{0}	Hạng y:
听雨	Nghe tiếng mưa
妖族	Con quái vật
怨气\n 神民怨气，怨气达到100%会引发信仰天劫。	sự căm thù của những người sống trong vùng đất này sẽ mang lại sự trừng phạt cho niềm tin của họ nếu họ hoàn toàn hận thù
屠宰这个动物获得产物。	Cắt con thú này đi
玄门：{0:N0}	CỬA BỊ GIẤU:
尚未开辟神国	Dan Tewa vẫn chưa được tạo ra
你几乎没有了人类的情感，众生在你眼中皆无不同。你对神力的运用已达巅峰，但绝大部分普通的信仰对你已经毫无意义。	Bạn đã mất đi cảm xúc con người, và bạn không thể thấy sự khác biệt giữa các dạng sống, bạn đã đạt đến trình độ khoa học cao nhất. Nhưng cùng lúc đó, niềm tin từ một con người hầu như vô giá trị trong mắt bạn
角色面向	Gương mặt nhân vật
使该建筑着火。	Bắn tòa nhà
丑陋	Thật kinh tởm
还需要登录{0}天才可以领取	Sẽ có nhiều đăng nhập hơn
阵图：{0} 阵法：{1}号	Định dạng:{0} Trại:{1}
游戏资源释放完成,需要重新启动游戏以应用。	Tài nguyên trò chơi đã hoàn thành. Trò chơi phải được khởi động lại
储存区 ({0}格)	Không gian đóng gói ({0})
失败！	Thất bại!
选择秘体	Chọn xác đi
无法选择该护法类型	Không thể chọn kiểu bảo vệ
分堂区域	Khu vực chi nhánh
{0}点人情	Mối quan hệ
内门杂物	Xếp hàng vào
\n提高道行：{0}	- xúc xắc:
以10倍于白元法的灵气绘制本命真符，符咒效果提高1倍。	Sử dụng gấp 10 lần số lượng sản phẩm ban đầu, sản xuất Jant tăng 100%.
修复程序加载失败，错误信息：{0}	Lỗi nạp chương trình phục hồi. Thông điệp lỗi:{0}
施展神通：{0}次	Chính tả:
大约{0}年半前	Khoảng một năm rưỡi trước
获得{0}的所有异闻信息	Có tất cả những bí mật
库存不足，无法取出。	Không thể rút lui vì kho dự trữ đầy đủ
道具不能重复取出!	Không thể đem hàng ra được nữa!
土劫	Trừng phạt
坊	Cung điện
本局生效	Để dành cái này đi
请设定标签！	Set a label.
秘籍:\n[color=#483721]{0}[/color]\n	kinh thánh: n [color=#483721] [/color]
被贪婪之念萦绕，修行速度，学习速度，心境大幅下降。角色在此状态下战斗时不舍珍宝而倍加惜命，因此御器技能，术法技能降低2级，护体技能突破极限3级。	Bị thúc đẩy bởi sự tham lam, hiệu quả của việc trồng trọt, việc học hỏi và tình trạng tâm trí bị giảm đi rất nhiều. Trong tình trạng này, một nhân vật sẽ đánh đổi cuộc sống của mình để lấy một vũ khí ma thuật, hạ hai cấp độ vũ khí ma thuật, và sau đó thêm năm mức độ áo giáp
选择一个单位,对其发起攻击。	Chọn các ký tự để tấn công
名震千古	Cám ơn
影响炼丹时的速度，炼丹时的产量，炼丹时的成功率。	nó ảnh hưởng đến tốc độ, kết quả và sự thành công của quá trình tan chảy
凶	An toàn
前往{0}-主持	Đi bộ tới {0} - host
选择弟子	Chọn học sinh
轮回者：{0} \n相同性别名字的轮回者已存在，无法保存	sự tái sinh:
点击修改	Nhấn để sửa
自身生长速度很快，对周边环境产生极大的负面影响。	Tỷ lệ tăng trưởng rất nhanh
筑基	Luyện tập cơ bản
苦力	Người vận chuyển
英	Đẹp trai
刚完成锻造，准备熄灭炉火收工	Sắt đã được làm xong; nó sẽ tắt lò sưởi và ngừng đập
无法选择该精华	Không thể chọn chất này
<font color=#D06508>[傀 儡]</font>\n	<i>Subjcts< /i>
{0} 在虚空历练时，巧遇应天台凝结灵气，与 {1} 一番争斗以后，{0} 略胜一筹，夺得了灵石。	Đang thực hành trong không gian trống rỗng và gặp một bàn thờ sấm sét, đã chiến đấu hết mình, đã giành chiến thắng và nhận được một viên đá
影响战斗能力。	Nó ảnh hưởng đến khả năng chiến đấu
正专心工作	Tập trung vào công việc
秘籍异常\n	- đó là một sai lầm
终于完成了此次护体练习，喜上眉梢	Cuối cùng đã hoàn thành võ thuật, rất vui mừng
[击败模式]\n攻击目标，点到为止	dịch bởi vũ hạnh, mai linh, nga, huy tô, yuki, ann, phương tấn công mục tiêu để đầu hàng
正专心修理建筑	Tập trung vào việc sửa chữa
确定删除该建筑蓝图吗？	Bạn có muốn xóa bản vẽ không?
请选择一处水域	Chọn vùng nước
