ID	Name	Desc	sParam1	sParam2
10110	การตื่นรู้ของหมี		Bear,10,10,10,10,10,3,Scene,,3	ที่[TXT] หมีตัวหนึ่งได้ "[FRAG]" หลายต่อหลายครั้งและได้รับปัญญารู้แจ้งจนเกิดการตื่นรู้ขึ้น
10111	การตื่นรู้ของกระต่าย		Rabbit,10,10,10,10,10,3,Scene,,3	ที่[TXT] กระต่ายตัวหนึ่งได้ "[FRAG]" หลายต่อหลายครั้งและได้รับปัญญารู้แจ้งจนเกิดการตื่นรู้ขึ้น
10112	การตื่นรู้ของไก่		Chicken,10,10,10,10,10,3,Scene,,3	ที่[TXT] ไก่ตัวหนึ่งได้ "[FRAG]" หลายต่อหลายครั้งและได้รับปัญญารู้แจ้งจนเกิดการตื่นรู้ขึ้น
10113	การตื่นรู้ของหมาป่า		Wolf,10,10,10,10,10,3,Scene,,3	หลังจากที่ "[FRAG]" หลายต่อหลายครั้ง หมาป่าตัวหนึ่งก็ได้รับปัญญารู้แจ้งจนเกิดการตื่นรู้ขึ้นที่[TXT]
10114	การตื่นรู้ของงู		Snake,10,10,10,10,10,3,Scene,,3	หลังจากที่ "[FRAG]" หลายต่อหลายครั้ง งูตัวหนึ่งก็ได้รับปัญญารู้แจ้งจนเกิดการตื่นรู้ขึ้นที่[TXT]
10115	การตื่นรู้ของหมูป่า		Boar,10,10,10,10,10,3,Scene,,3	หลังจากที่ "[FRAG]" หลายต่อหลายครั้ง หมูป่าตัวหนึ่งก็ได้รับปัญญารู้แจ้งจนเกิดการตื่นรู้ขึ้นที่[TXT]
10116	การตื่นรู้ของกบ		Frog,10,10,10,10,10,3,Scene,,3	หลังจากที่ "[FRAG]" หลายต่อหลายครั้ง กบตัวหนึ่งก็ได้รับปัญญารู้แจ้งจนเกิดการตื่นรู้ขึ้นที่[TXT]
10117	การตื่นรู้ของเต่า		Turtle,10,10,10,10,10,3,Scene,,3	หลังจากที่ "[FRAG]" หลายต่อหลายครั้ง เต่าตัวหนึ่งก็ได้รับปัญญารู้แจ้งจนเกิดการตื่นรู้ขึ้นที่[TXT]
10118	การตื่นรู้ของแมว		Cat,10,10,10,10,10,3,Scene,,3	หลังจากที่ "[FRAG]" หลายต่อหลายครั้ง แมวตัวหนึ่งก็ได้รับปัญญารู้แจ้งจนเกิดการตื่นรู้ขึ้นที่[TXT]
10119	การตื่นรู้ของเสือ		Tiger,10,10,10,10,10,3,Scene,,3	หลังจากที่ "[FRAG]" หลายต่อหลายครั้ง เสือตัวหนึ่งก็ได้รับปัญญารู้แจ้งจนเกิดการตื่นรู้ขึ้นที่[TXT]
10120	การตื่นรู้ของกระทิง		Cattle,10,10,10,10,10,3,Scene,,3	หลังจากที่ "[FRAG]" หลายต่อหลายครั้ง กระทิงตัวหนึ่งก็ได้รับปัญญารู้แจ้งจนเกิดการตื่นรู้ขึ้นที่[TXT]
10121	ศัตรูล่าถอย	จิตมุ่งร้ายอันเป็นปรปักษ์ที่ตั้งใจจะโจมตีท่านได้ตัดสินใจยอมแพ้และลาถอยออกไปหลังจากที่พิจารณาอย่างรอบคอบถึงชื่อเสียงของสำนักของท่าน		
10122	จุติสวรรค์	[NAME] ได้ชำระร่างกายให้บริสุทธิ์และแข็งแกร่งจนถึงขีดสุดจนในที่สุดก็สามารถทำลายความว่างเปล่าได้ [IT]ได้ใช้กลายเนื้ออมตะของตนเองทำลายความว่างเปล่าและก้าวเข้าไปยังแดนสวรรค์โดยที่ไม่เหรออะไรทิ้งเอาไว้นอกจากคำบอกเล่าที่จะเป็นตำนานสืบต่อไป\n บทกวีหลักฐาน:\n[color=#D06508]ท่ามกลางความโกลาหลของจักรวาล มนุษย์คนแรกผานกู่ได้ถือกำเนิดขึ้น ความเป็นหนึ่งมาก่อนความเป็นคู่ ผ่านกู่ได้ทำการแบ่งแยกสวรรค์และพื้นโลก\nหนี่วาได้สร้างสิ่งมีชีวิตออกมาจากดินเหนี่ยว จากนั้นฝูซีก็ได้วาดภาพแบ่งแยกหยินออกจากหยาง\nร้อยปีแห่งการฝึกตนผ่านไป มนุษย์ปุถุชนต่างเข่นฆ่ากันไม่จบไม่สิ้น ทว่าช่วงเวลาร้อยปีพันปีของผู้ฝึกตนนั้นกลับผ่านไปราวกับพริบตา\nยามนี้เมื่อทัณฑ์สวรรค์ผ่านพ้นไป ข้าก็มิขอวิงวอนใดๆ อีก ข้าได้ละทิ้งปัญหาทางโลกเอาไว้เบื้องหลังและเป็นอิสระจากทุกสิ่ง[/color]	เทพสมุทร	
10123	พ่อค้าจากต่างโลก	[NAME] จากศาลาการค้าได้เคลื่อนย้ายผ่านมิติมายังที่นี่ผ่านทางรอยแยกต่างมิติ		
10124	รอยแยกต่างมิติ	ฝูงสัตว์ร้ายถูกเคลื่อนย้ายมายังที่นี่ผ่านทางรอยแยกต่างมิติ		
10125	รอยแยกต่างมิติ	สัตว์อสูรบางตัวถูกเคลื่อนย้ายมายังที่นี่ผ่านทางรอยแยกต่างมิติ		
10126	รอยแยกต่างมิติ	กลุ่มศัตรูได้ถูกเคลื่อนย้ายมายังที่นี่ผ่านทางรอยแยกต่างมิติ		
10127	โชคชะตาบรรจบ	หลังจากพิชิตทุกสำนักด้วยพลังที่ไม่มีใครเทียบได้ นี่จึงทำให้โชคชะตาแห่งสวรรค์ของโลกใบนี้ได้มาบรรจบกันที่สำนักของท่าน เมื่อสัมผัสได้ถึงโชคชะตาแห่งสวรรค์ จู่ๆ "จักรวาลย่อส่วน" ก็เริ่มเปล่งแสงจางๆ ออกมา		
10128	โชคชะตาบรรจบ	ในเวลาเพียงไม่กี่ปี จำนวนผู้ฝึกตนในสำนักของท่านที่สามารถฝึกฝนจนสามารถจุติขึ้นสู่แดนสวรรค์ได้ก็ได้มีจำนวนมากกว่า 50 คน นี่จึงทำให้โชคชะตาแห่งสวรรค์ของโลกใบนี้ได้มาบรรจบกันที่สำนักของท่าน เมื่อสัมผัสได้ถึงโชคชะตาแห่งสวรรค์ จู่ๆ "จักรวาลย่อส่วน" ก็เริ่มเปล่งแสงจางๆ ออกมา		
10129	โชคชะตาบรรจบ	หลังจากการฝึกฝนอย่างหนัก ในที่สุดก็ได้มีผู้ฝึกตนวิถีเซียนคนหนึ่งภายในสำนักของท่านที่สามารถก้าวผ่านทัณฑ์สวรรค์ขับไล่เซียนไปได้ถึง 9 ครั้ง ด้วยเหตุนี้จึงได้ชักนำได้โชคชะตาแห่งสวรรค์ให้มารวมตัวกันที่นี่ เมื่อสัมผัสได้ถึงโชคชะตาแห่งสวรรค์ จู่ๆ "จักรวาลย่อส่วน" ก็เริ่มเปล่งแสงจางๆ ออกมา		
10130	โชคชะตาบรรจบ	เวลาผ่านไปอย่างรวดเร็ว ยามนี้ท่านได้ก่อตั้งสำนักของท่านที่นี่มาเป็นเวลาหลายสิบปีแล้ว และหลายปีที่ผ่านมานี้ก็ได้ทำให้ชะตากรรมแห่งสำนักของท่านค่อยๆ กลายเป็นหนึ่งเดียวกับสวรรค์และโลก ยามนี้เมื่อสัมผัสได้ถึงโชคชะตาแห่งสวรรค์ จู่ๆ "จักรวาลย่อส่วน" ก็เริ่มเปล่งแสงจางๆ ออกมา		
10131	โชคชะตาบรรจบ	เพื่อเปิดเผยความจริงที่อยู่เบื้องหลังการทำลายล้างสำนักไท้อี้ ท่านได้ผ่านความยากลำบากนานานับประการและในะระหว่างการสำรวจ ท่านก็ได้บังเอิญค้นพบความลับที่น่าตกตะลึงของโลกใบนี้และด้วยเหตุนี้เองท่านจึงได้ชักนำโชคชะตาแห่งสวรรค์ให้มาบรรจบกันที่นี่ เมื่อสัมผัสได้ถึงโชคชะตาแห่งสวรรค์ จู่ๆ "จักรวาลย่อส่วน" ก็เริ่มเปล่งแสงจางๆ ออกมา		
10132	โชคชะตาบรรจบ	เมื่อเร็วๆ นี้ วิถีแห่งสวรรค์ของโลกใบนี้ก็ได้มีการเปลี่ยนแปลงครั้งใหญ่ นี่จึงทำให้โชคชะตาแห่งสวรรค์ได้มาบรรจบกับผืนปฐพี เมื่อสัมผัสได้ถึงโชคชะตาแห่งสวรรค์ จู่ๆ "จักรวาลย่อส่วน" ก็เริ่มเปล่งแสงจางๆ ออกมา		
10133	ถึงเวลาแล้ว	จู่ๆ จักรวาลย่อส่วนก็สั่นสะเทือนอย่างน่าประหลาด นี่อาจเป็นสัญญาณเตือนที่ฟู่ปี้ขงได้เคยบอกท่านเอาไว้		
10123	พ่อค้าจากต่างโลก	[NAME] จากศาลาการค้าได้เคลื่อนย้ายผ่านมิติมายังที่นี่ผ่านทางรอยแยกต่างมิติ		
10124	รอยแยกต่างมิติ	ฝูงสัตว์ร้ายถูกเคลื่อนย้ายมายังที่นี่ผ่านทางรอยแยกต่างมิติ		
10125	รอยแยกต่างมิติ	สัตว์อสูรบางตัวถูกเคลื่อนย้ายมายังที่นี่ผ่านทางรอยแยกต่างมิติ		
10126	รอยแยกต่างมิติ	กลุ่มศัตรูได้ถูกเคลื่อนย้ายมายังที่นี่ผ่านทางรอยแยกต่างมิติ		
30001	การบุกรุกของสัตว์อสูร	มีสัตว์อสูรสองสามตัวปรากฏขึ้นใกล้ๆ สำนักและพวกมันก็ดุร้ายเป็นอย่างมาก		TongYong_DropList
30002	การบุกรุกของสัตว์อสูร	มีสัตว์อสูรสองสามตัวปรากฏขึ้นใกล้ๆ สำนักและพวกมันก็ดุร้ายเป็นอย่างมาก		TongYong_DropList
30003	การบุกรุกของสัตว์อสูร	มีสัตว์อสูรสองสามตัวปรากฏขึ้นใกล้ๆ สำนักและพวกมันก็ดุร้ายเป็นอย่างมาก		TongYong_DropList
30004	ถูกบุกรุก	กลุ่มนักฆ่าลึกลับจำนวนหนึ่งได้รับคำสั่งให้มาโจมตีสำนักของท่าน	Richest	Human
30005	ถูกบุกรุก	กลุ่มนักฆ่าลึกลับจำนวนหนึ่งได้รับคำสั่งให้มาโจมตีสำนักของท่าน	Richest	Human
30006	ถูกบุกรุก	กลุ่มนักฆ่าลึกลับจำนวนหนึ่งได้รับคำสั่งให้มาโจมตีสำนักของท่าน	Richest	Human
30008	ราตรีนิรันดร์	ด้วยเหตุผลบางอย่างทำให้สมดุลหินหยินและหยางเกิดความผิดปกติ ส่งผลให้ปราณหยินเพิ่มสูงขึ้นและมันได้ไปบดบังอาทิตย์ทำให้แสงไม่อาจสาดส่องลงมาได้	YinChaos	
30009	คลื่นความร้อน	เนื่องจากรอยแยกแห่งภูตินั้นไม่เสถียร ส่งผลให้อุณหภูมิในอาณาเขตนี้เพิ่มสูงขึ้นอย่างผิดปกติ	Hotpot_Heat	
30010	คลื่นความเย็น	เนื่องจากเตาเหมันต์นั้นไม่เสถียร ส่งผลให้อุณหภูมิในอาณาเขตนี้ลดต่ำลงอย่างผิดปกติ	ColdHole_Cold	
30012	พายุฝน	เกิดพายุฝนรุนแรงและปราณธรรมชาติแห่งธาตุน้ำก็ก่อตัวหนาแน่นขึ้น	Rainstorm	
30013	พายุลมร้อน	อากาศที่ร้อนจัดได้แผดเผาแผ่นดินจนแห้งแล้งและปราณธรรมชาติธาตุไฟก็ก่อตัวหนาแน่นขึ้น	Fohn	
30014	พายุทราย	พายุทรายได้โถมซัดจนท้องฟ้ามืดมัวและปราณธรรมชาติธาตุดินก็ก่อตัวหนาแน่นขึ้น	DustStorm	
30015	ปราณแห้งเหือด	ด้วยเหตุผลบางอย่าง จู่ๆ ปราณธรรมชาติก็ได้เหือดแห้งลงไปอย่างกะทันหัน	LingRarefiedWave_Longer	
30018	ราตรีนิรันดร์	เมฆลึกลับได้ปกคลุมท้องฟ้าและดวงอาทิตย์ และมันจะคงอยู่สักพักหนึ่งโดยไม่เห็นแสงเดือนแสงตะวัน	PolarNight	
30019	พายุละอองเกสรพิษ	พายุละอองเกสรพิษได้แผ่กระจายไปทั่วทั้งอาณาบริเวณและปราณธรรมชาติธาตุไม้ก็ก่อตัวหนาแน่นขึ้น	Miasma	
30020	พายุสายฟ้า	พายุสายฟ้าอันเกรี้ยวกราดกำลังมาและปราณธรรมชาติธาตุทองก็ก่อตัวหนาแน่นขึ้น	LightningStorm	
30021	ถูกบุกรุก	กลุ่มนักฆ่าลึกลับจำนวนหนึ่งได้รับคำสั่งให้มาโจมตีสำนักของท่าน	Normal	Human
30022	พายุสายฟ้า	ราวกับว่ามันสะทอนถึงความระส่ำระสายภายในถ้ำลึกลับ จู่ๆ พายุสายฟ้าก็ได้ปรากฏขึ้นมาอย่างกะทันหัน	Lightning_DragonHole	
30028	ผู้ลี้ภัยที่ผ่านมา	ผู้ลี้ภัยจากสงครามไปเดินทางมายังสำนักของท่าน และ[IT]ก็ปรารถนาที่จะเข้าร่วมกับสำนักของท่าน	Human	
30043	ชาวบ้านที่หลงทาง	มีชาวบ้านคนหนึ่งได้เดินหลงทางมายังสำนักของท่านและ[IT]ก็ต้องการความช่วยเหลือจากท่าน	Confused Stranger	
30044	ชาวบ้านขี้สงสัย	มีชาวบ้านคนหนึ่งได้เดินมายังที่แห่งนี้ด้วยความอยากรู้อยากเห็นและ[IT]ก็ต้องการรู้ว่าพวกท่านกำลังทำอะไรกันอยู่ที่นี่	Curious Stranger	
30045	ชาวบ้านที่บาดเจ็บ	มีชาวบ้านคนหนึ่งที่ได้รับบาดเจ็บได้เดินมายังที่นี้และ[IT]ก็ร้องขอความช่วยเหลือจากท่าน	Injured Stranger	RandomDamage
30083	ปราณพวยพุ่ง	ด้วยเหตุผลบางอย่าง ทำให้ปราณแห่งฟ้าดินที่มีอยู่ในธรรมชาติจู่ๆ ก็หนาแน่นขึ้นมาอย่าวต่อเนื่อง ต้นไม้บางต้นได้รับผลกระทบจากเหตุการณ์ครั้งนี้และได้กลายเป็นต้นไม้วิญญาณ	LingUpWave_Shorter	
30111	พายุทราย	เนื่องจากพลังอำนาจของศาลเจ้าแม่ธรณีจึงเกิดพายุทรายขึ้น	DustStorm_Dimu	
30112	การบุกรุกของสัตว์อสูร	เจ้าแม่ธรณีได้ดูดซับสารอาหารของแผ่นดินและทำให้สัตว์อสูรบางตัวโกรธแค้น ส่งผลให้พวกมันเต็มไปด้วยความเกลียดชัง!!		
30113	การบุกรุกของสัตว์อสูร	มีสัตว์อสูรสองสามตัวปรากฏขึ้นใกล้ๆ สำนักและพวกมันก็ดุร้ายเป็นอย่างมาก		
30114	การบุกรุกของสัตว์อสูร	มีสัตว์อสูรสองสามตัวปรากฏขึ้นใกล้ๆ สำนักและพวกมันก็ดุร้ายเป็นอย่างมาก		
30115	การบุกรุกของสัตว์อสูร	มีสัตว์อสูรสองสามตัวปรากฏขึ้นใกล้ๆ สำนักและพวกมันก็ดุร้ายเป็นอย่างมาก		
30116	การบุกรุกของสัตว์อสูร	มีสัตว์อสูรสองสามตัวปรากฏขึ้นใกล้ๆ สำนักและพวกมันก็ดุร้ายเป็นอย่างมาก		
30117	แท่นบูชาสวรรค์กึกก้อง	หินวิญญาณได้ตกผลึกอย่างสมบูรณ์！		
50001	เศษซากแห่งมหาพิบัติ	    จู่ๆ ก็ได้มีเสียงดังสนั่น แสงหลายสีพุ่งตรงลงมาจากขอบฟ้าและลงจอดใกล้ๆ ทว่ายังไม่สามารถระบุได้ว่าสิ่งนั้นคืออะไร		
50002	การบุกรุกของสัตว์อสูร	    มีสัตว์อสูรสองสามตัวปรากฏขึ้นใกล้ๆ สำนักและพวกมันก็ดุร้ายเป็นอย่างมาก		
50003	ถูกบุกรุก	    กลุ่มนักฆ่าลึกลับจำนวนหนึ่งได้รับคำสั่งให้มาโจมตีสำนักของท่าน		
50004	ชาวบ้านที่หลงทาง	    มีชาวบ้านคนหนึ่งได้เดินหลงทางมายังสำนักของท่านและ[IT]ก็ต้องการความช่วยเหลือจากท่าน	Confused Stranger	
50005	สหายเต๋า	    สหายเต๋าคนหนึ่งได้มาเยี่ยมเยียนสำนักของท่าน และดูเหมือนว่า[IT]จะอาศัยอยู่ที่นี่ซักระยะหนึ่ง	Immortal Visitor	
50006	วัถตุวิญญาณที่บังเอิญผ่านมา	    วัตถุวิญญาณ [NAME] ได้ปรากฏขึ้นใกล้ๆ ที่นี่ และมันเต็มไปด้วยความอยากรู้อยากเห็น		
50007	ร้องขอความช่วยเหลือ	    เผ่าครึ่งอสูรคนหนึ่งต้องการความช่วยเหลือจากท่าน โดย[IT]หวังว่า[IT]จะสามารถรอดชีวิตจากทัณฑ์เปลี่ยนร่างได้ด้วยความช่วยเหลือจากท่าน		
